accuracy,precision,recall,f1,auc_roc,model,train_time_sec
0.683875,0.6782428512225446,0.6883411843876177,0.6832547071348056,0.7545185151406523,xgb,183.49145600000338
0.6738333333333333,0.6690821256038647,0.6757234185733513,0.6723863731480706,0.7396597624448619,mlp,8.369031875001383
0.650375,0.6440873506386485,0.6574697173620457,0.6507097365025184,0.7126527640018864,rf,154.31096504200832
0.6416666666666667,0.6355764473033152,0.6483008075370121,0.6418755725826601,0.6961691857379575,logreg,1.1852735830034362
0.637875,0.6312720702964605,0.6466184387617766,0.6388531061707875,0.6856554018150025,dt,81.04069645900745
